H1-59          0.00  0.01  0.99  0.00  0.00 VF                     IIb
H1-60          0.00  0.41  0.59  0.00  0.00 VF                     IIb
H1-63          0.00  0.00  0.02  0.98  0.00 VF                     III
H1-66          0.00  1.00  0.00  0.00  0.00 VF                     IIa
H1-67          0.00  0.00  0.00  0.00  1.00 VF                     IV
H2-1           0.00  0.01  0.99  0.00  0.00 VF                     IIb
H2-10          0.00  0.00  0.00  0.00  1.00 VF                     IV
H2-11          0.00  1.00  0.00  0.00  0.00 VF                     IIa
H2-15          0.00  0.00  0.00  0.00  1.00 VF                     IV
H2-18          0.00  0.15  0.00  0.00  0.85 VF                     IV
H2-24          0.00  0.00  0.00  0.00  1.00 VF                     IV
H2-25          0.00  0.11  0.89  0.00  0.00 VF                     IIb
H2-26          0.00  0.00  0.00  1.00  0.00 VD                     III
H2-37          0.00  0.00  0.00  0.75  0.25 VD                     III
H2-46          0.07  0.87  0.05  0.00  0.01 VE/IIaD                IIa
H2-48          0.00  0.00  0.00  1.00  0.00 IIbC/(III/IV)B         III
H3-75          0.00  0.08  0.92  0.00  0.00 IIbF                   IIb
H4-1           0.00  0.00  0.00  0.00  1.00 IVF                    IV
Hb4            0.02  0.96  0.02  0.00  0.00 VA                     IIa
Hb5            0.99  0.01  0.00  0.00  0.00 VA                     I
Hb6            0.04  0.95  0.01  0.00  0.00 VA                     IIa
Hb8            0.00  0.00  0.00  1.00  0.00 IIaE                   III
Hb12           0.00  0.07  0.93  0.00  0.00 IIbF                   IIb
He2-5          0.00  0.00  0.00  0.72  0.28 IIIF                   III
He2-7          0.00  0.49  0.01  0.49  0.01 IIaC                   IIa/III
He2-9          0.27  0.61  0.10  0.02  0.00 indef.                 IIa
He2-15         1.00  0.00  0.00  0.00  0.00 IF                     I
He2-21         0.00  0.00  0.00  1.00  0.00 IIbC/IIIB              III
He2-28         0.00  0.75  0.13  0.12  0.00 (IIa/IIb)D*            IIa
He2-29         0.02  0.92  0.06  0.00  0.00 IIaF                   IIa
He2-37         0.03  0.80  0.17  0.00  0.00 IIaF                   IIa
He2-47         0.00  0.21  0.79  0.00  0.00 IIbF                   IIb
He2-48         0.00  0.74  0.24  0.02  0.00 IIaD                   IIa
He2-51         0.00  0.99  0.01  0.00  0.00 IIaF                   IIa
He2-55         0.00  0.43  0.57  0.00  0.00 IIbF                   IIb
He2-57         0.00  0.56  0.38  0.06  0.00 IIaD                   IIa
He2-67         0.00  0.00  0.00  1.00  0.00 IIbC/IIIB              III
He2-71         0.00  0.00  0.00  1.00  0.00 IIbC/IIIB              III
He2-76         0.00  0.35  0.38  0.27  0.00 IIbD                   IIb
He2-77         0.00  0.00  0.90  0.10  0.00 IIbD                   IIb
He2-86         0.02  0.98  0.00  0.00  0.00 IIaF                   IIa
He2-97         0.00  0.00  0.00  0.46  0.54 IIbC/(III/IV)B         IV
He2-99         0.00  0.00  0.02  0.97  0.01 IIbC/IIIB              III
He2-105        0.00  0.00  0.46  0.53  0.01 IIbD                   III
He2-108        0.00  0.00  0.00  0.96  0.04 indef.                 III
He2-111        1.00  0.00  0.00  0.00  0.00 IC                     I
He2-112        0.00  1.00  0.00  0.00  0.00 ID                     IIa
He2-115        0.00  0.11  0.89  0.00  0.00 IIbF                   IIb
He2-117        0.42  0.57  0.00  0.01  0.00 IC                     IIa
He2-118        0.00  0.00  0.00  0.77  0.23 IVC/IIbB               III
He2-119        0.13  0.87  0.00  0.00  0.00 IIaF                   IIa
He2-123        0.36  0.64  0.00  0.00  0.00 IC                     IIa
He2-131        0.00  0.92  0.03  0.05  0.00 indef.                 IIa
He2-137        0.00  0.95  0.02  0.03  0.00 IIaF                   IIa
He2-138        0.00  0.87  0.13  0.00  0.00 indef.                 IIa
He2-140        0.00  0.90  0.10  0.00  0.00 IIaF                   IIa
He2-141        0.07  0.89  0.04  0.00  0.00 IIaF                   IIa
He2-143        0.98  0.02  0.00  0.00  0.00 IF                     I
He2-149        0.00  0.00  0.00  1.00  0.00 IIbC/IIIB              III
He2-152        1.00  0.00  0.00  0.00  0.00 IF                     I
He2-153        0.97  0.03  0.00  0.00  0.00 IF                     I
He2-157        0.00  0.01  0.02  0.96  0.01 IIbC/IIIB              III
He2-158        0.00  0.00  0.45  0.54  0.01 IIIC/IIbB              III
He2-164        0.38  0.44  0.18  0.00  0.00 indef.                 IIa
He2-170        0.00  0.00  0.00  0.00  1.00 IIbC/(III/IV)B         IV
He2-175        0.00  0.00  0.00  0.18  0.82 IIaC                   IV
He2-250        0.00  0.00  0.00  0.96  0.04 VF                     III
He2-260        0.00  0.00  0.00  1.00  0.00 IIIC/IIbB              III
He2-262        0.00  0.00  0.00  0.00  1.00 VF                     IV
He2-406        0.13  0.84  0.03  0.00  0.00 (IIa/V)D               IIa
He2-434        0.00  0.09  0.66  0.24  0.01 (IIb/III/IV)D          IIb
He3-1357       0.00  0.06  0.59  0.22  0.13 (IIb/III/IV)D          IIb
Hf2-2          0.00  1.00  0.00  0.00  0.00 VD                     IIa
Hu1-1          0.00  0.03  0.96  0.00  0.01 IIbF                   IIb
Hu1-2          0.00  1.00  0.00  0.00  0.00 IB                     IIa
Hu2-1          0.00  0.06  0.93  0.01  0.00 IIbF                   IIb
Hu4            0.36  0.64  0.00  0.00  0.00 (V/I)D                 IIa
Hu5            0.99  0.01  0.00  0.00  0.00 (V/I)D                 I
Hu6            0.11  0.81  0.00  0.00  0.08 (V/IIa)D               IIa
IC351          0.00  0.04  0.96  0.00  0.00 IIbF                   IIb
IC418          0.00  0.62  0.32  0.06  0.00 IIaF                   IIa
IC972          0.00  0.00  0.50  0.50  0.00 IIaB                   IIb/III
IC1297         0.00  0.13  0.87  0.00  0.00 IIaB                   IIb
IC1454         0.00  0.21  0.06  0.73  0.00 IIaE                   III
IC1747         0.00  0.88  0.02  0.10  0.00 IIaC                   IIa
IC2003         0.00  0.02  0.98  0.00  0.00 IIbF                   IIb
IC2149         0.00  0.87  0.13  0.00  0.00 IIaF                   IIa
IC2165         0.00  0.24  0.76  0.00  0.00 IIbF                   IIb
IC2448         0.00  0.44  0.56  0.00  0.00 IIaF                   IIb
IC2501         0.02  0.82  0.13  0.03  0.00 IIaF                   IIa
IC2553         0.00  0.88  0.06  0.06  0.00 IIaC                   IIa
IC2621         0.01  0.99  0.00  0.00  0.00 IIaF                   IIa
IC3568         0.00  0.00  0.00  0.67  0.33 IVC/IIbB               III
IC4191         0.01  0.59  0.40  0.00  0.00 IIbF                   IIa
IC4406         0.00  0.08  0.92  0.00  0.00 IIbF                   IIb
IC4593         0.00  0.00  0.00  0.09  0.91 IVC/IIbB               IV
IC4634         0.00  0.00  0.97  0.01  0.02 IIbF                   IIb
IC4642         0.00  0.00  0.00  1.00  0.00 (IIa/IIb)C*/(III/IV)B* III
IC4673         0.29  0.71  0.00  0.00  0.00 VF                     IIa
IC4732         0.00  0.00  0.00  0.00  1.00 IIbC/(III/IV)B         IV
IC4776         0.00  0.02  0.97  0.01  0.00 IIbF                   IIb
IC4846         0.00  0.00  0.01  0.98  0.01 IIbC/IIIB              III
IC4997         0.00  0.00  0.00  1.00  0.00 (IIa/IIb)C*/(III/IV)B* III
IC5117         0.01  0.60  0.39  0.00  0.00 IIbF                   IIa
IC5148-50      0.00  0.94  0.06  0.00  0.00 IB                     IIa
IC5217         0.00  0.06  0.00  0.93  0.01 IIaC                   III
IRAS15154-5258 1.00  0.00  0.00  0.00  0.00 (V/I/IIa)D*            I
IRAS16455-3455 0.03  0.43  0.34  0.16  0.04 (V/IIa/IIb/III/IV)D*   IIa
J320           0.00  0.00  0.00  1.00  0.00 IIIC/IIbB              III
J900           0.00  0.01  0.99  0.00  0.00 IIbF                   IIb
Jn1            0.00  1.00  0.00  0.00  0.00 indef.                 IIa
K1-7           0.00  0.28  0.70  0.02  0.00 IIbF                   IIb
K2-1           0.00  0.08  0.92  0.00  0.00 IIbF                   IIb
K3-60          0.00  0.99  0.01  0.00  0.00 IIaD                   IIa
K3-61          0.85  0.15  0.00  0.00  0.00 IIaD                   I
K3-66          0.00  0.49  0.03  0.01  0.47 IIaE                   IIa
K3-67          0.00  0.99  0.01  0.00  0.00 IIaC                   IIa
K3-68          0.00  0.83  0.13  0.04  0.00 IIaF                   IIa
K3-70          1.00  0.00  0.00  0.00  0.00 IF                     I
K5-1           0.03  0.81  0.08  0.00  0.08 (V/IIa)D               IIa
K5-3           0.00  0.08  0.57  0.35  0.00 (V/IIb/III/IV)D        IIb
K5-4           0.00  0.15  0.65  0.14  0.06 (V/IIb/III/IV)D        IIb
K5-5           0.00  0.50  0.09  0.41  0.00 (V/IIa)D               IIa
K5-6           0.00  0.17  0.65  0.16  0.02 (V/IIb/III/IV)D        IIb
K5-7           0.12  0.88  0.00  0.00  0.00 (IIa/V)D               IIa
K5-9           0.02  0.94  0.01  0.03  0.00 (V/IIa)D               IIa
K5-11          0.17  0.83  0.00  0.00  0.00 (V/IIa)D               IIa
K5-12          0.00  0.31  0.51  0.08  0.10 (V/IIb/III/IV)D        IIb
K5-13          0.59  0.41  0.00  0.00  0.00 (I/V)D                 I
K5-14          0.02  0.71  0.23  0.02  0.02 (V/IIa)D               IIa
K5-16          0.19  0.80  0.01  0.00  0.00 (IIa/V)D               IIa
K5-17          0.00  0.39  0.35  0.25  0.01 (V/IIa)D               IIa
K5-19          0.72  0.28  0.00  0.00  0.00 (IIa/V)D               I
K5-20          0.00  0.00  0.09  0.90  0.01 (IIa/V)D               III
K6-3           0.24  0.75  0.01  0.00  0.00 (IIa/V)D               IIa
K6-5           1.00  0.00  0.00  0.00  0.00 (I/V)D                 I
K648           0.00  0.00  0.00  0.00  1.00 IVF                    IV
KFL 2          0.00  0.02  0.00  0.98  0.00 VF                     III
KFL 4          0.00  0.10  0.82  0.07  0.01 VF                     IIb
KFL 19         0.00  0.00  0.00  0.98  0.02 IIIC/IIbB              III
Lo4            0.47  0.53  0.00  0.00  0.00 ID                     IIa
M1-1           0.00  0.00  0.08  0.02  0.90 IIaB                   IV
M1-4           0.00  0.55  0.45  0.00  0.00 IIaF                   IIa
M1-5           0.00  0.24  0.76  0.00  0.00 IIbF                   IIb
M1-6           0.00  0.02  0.97  0.01  0.00 IIbF                   IIb
M1-7           0.00  0.68  0.32  0.00  0.00 IIaF                   IIa
M1-8           0.93  0.07  0.00  0.00  0.00 IF                     I
M1-9           0.00  0.00  0.03  0.97  0.00 IIbC/IIIB              III
M1-11          0.00  1.00  0.00  0.00  0.00 IIaF                   IIa
M1-12          0.00  0.24  0.28  0.48  0.00 IIbF                   III
M1-13          0.01  0.97  0.02  0.00  0.00 IIaF                   IIa
M1-14          0.00  0.02  0.98  0.00  0.00 IIbF                   IIb
M1-16          0.00  1.00  0.00  0.00  0.00 IB                     IIa
M1-17          0.00  0.24  0.76  0.00  0.00 IIbF                   IIb
M1-18          0.00  1.00  0.00  0.00  0.00 IB                     IIa
M1-19          0.00  0.82  0.13  0.05  0.00 VF                     IIa
M1-20          0.00  0.08  0.78  0.14  0.00 VF                     IIb
M1-22          0.00  1.00  0.00  0.00  0.00 VF                     IIa
M1-25          0.00  0.82  0.18  0.00  0.00 VF                     IIa
M1-26          0.00  0.24  0.76  0.00  0.00 VA                     IIb
M1-27          0.00  0.53  0.47  0.00  0.00 VF                     IIa
M1-29          0.12  0.87  0.01  0.00  0.00 VF                     IIa
M1-30          0.00  0.85  0.15  0.00  0.00 VF                     IIa
M1-31          1.00  0.00  0.00  0.00  0.00 VF                     I
M1-34          0.00  1.00  0.00  0.00  0.00 VF                     IIa
M1-35          0.97  0.03  0.00  0.00  0.00 VF                     I
M1-37          0.00  0.02  0.00  0.98  0.00 VF                     III
M1-38          0.00  0.00  0.00  0.98  0.02 VF                     III
M1-40          0.04  0.96  0.00  0.00  0.00 VA                     IIa
M1-42          0.00  1.00  0.00  0.00  0.00 VF                     IIa
M1-44          0.00  0.00  0.00  0.07  0.93 VF                     IV
M1-48          0.00  1.00  0.00  0.00  0.00 IB                     IIa
M1-50          0.00  0.06  0.80  0.14  0.00 IIbF                   IIb
M1-51          0.15  0.85  0.00  0.00  0.00 IF                     IIa
M1-54          0.00  1.00  0.00  0.00  0.00 IC                     IIa
M1-56          0.00  0.00  0.00  0.17  0.83 IIaC                   IV
M1-57          0.07  0.92  0.01  0.00  0.00 IIaF                   IIa
M1-58          0.04  0.91  0.05  0.00  0.00 IIaF                   IIa
M1-60          0.00  0.99  0.01  0.00  0.00 IIaF                   IIa
M1-61          0.00  0.54  0.46  0.00  0.00 IIaF                   IIa
M1-67          0.00  0.97  0.01  0.02  0.00 IIaD                   IIa
M1-72          0.00  0.09  0.42  0.49  0.00 IIbD                   III
M1-74          0.00  0.89  0.11  0.00  0.00 IIaF                   IIa
M1-75          1.00  0.00  0.00  0.00  0.00 IF                     I
M1-78          0.00  0.86  0.00  0.12  0.02 IIaC                   IIa
M1-79          0.95  0.05  0.00  0.00  0.00 IIaF                   I
M1-80          0.01  0.97  0.02  0.00  0.00 IIaF                   IIa
M2-2           0.01  0.77  0.22  0.00  0.00 IIaF                   IIa
M2-4           0.00  0.62  0.38  0.00  0.00 IIaF                   IIa
M2-6           0.00  0.01  0.51  0.40  0.08 (V/IIb/III/IV)D        IIb
M2-7           0.00  0.00  0.00  0.01  0.99 VF                     IV
M2-8           0.00  0.00  0.00  1.00  0.00 VF                     III
M2-9           0.00  0.00  0.01  0.99  0.00 IIIF                   III
M2-10          0.00  0.97  0.03  0.00  0.00 VF                     IIa
M2-11          0.00  0.00  0.00  0.00  1.00 VF                     IV
M2-12          0.00  0.00  0.00  1.00  0.00 VF                     III
M2-13          0.00  0.00  0.00  0.00  1.00 IIaE                   IV
M2-15          0.00  0.00  0.00  0.00  1.00 IIaC                   IV
M2-16          0.00  0.99  0.00  0.01  0.00 VF                     IIa
M2-18          0.00  0.00  0.23  0.76  0.01 VF                     III
M2-19          0.00  0.15  0.25  0.59  0.01 VF                     III
M2-20          0.00  0.24  0.43  0.33  0.00 VF                     IIb
M2-21          0.00  0.00  0.00  0.72  0.28 VF                     III
M2-22          0.01  0.99  0.00  0.00  0.00 VF                     IIa
M2-23          0.00  0.00  0.00  0.00  1.00 VF                     IV
M2-24          0.00  0.00  0.00  0.00  1.00 VF                     IV
M2-26          0.00  0.00  0.00  0.38  0.62 VF                     IV
M2-27          0.00  0.00  0.00  1.00  0.00 VF                     III
M2-29          0.00  0.00  0.00  0.00  1.00 VF                     IV
M2-30          0.00  0.01  0.08  0.91  0.00 VF                     III
M2-33          0.00  0.00  0.00  0.12  0.88 VF                     IV
M2-36          0.00  1.00  0.00  0.00  0.00 VF                     IIa
M2-38          0.00  0.00  0.00  0.00  1.00 VF                     IV
M2-39          0.00  0.17  0.83  0.00  0.00 VF                     IIb
M2-42          0.00  0.08  0.00  0.63  0.29 VF                     III
M2-46          0.00  1.00  0.00  0.00  0.00 IIaF                   IIa
M2-50          0.00  0.02  0.05  0.93  0.00 IIbC/IIIB              III
M2-52          1.00  0.00  0.00  0.00  0.00 IC                     I
M2-53          0.00  0.00  0.08  0.88  0.04 IIbC/IIIB              III
M2-55          0.02  0.98  0.00  0.00  0.00 IIaF                   IIa
M3-1           0.00  0.19  0.81  0.00  0.00 IIaF                   IIb
M3-2           0.00  1.00  0.00  0.00  0.00 IB                     IIa
M3-3           0.00  1.00  0.00  0.00  0.00 IC                     IIa
M3-4           0.24  0.76  0.00  0.00  0.00 IIaF                   IIa
M3-5           0.15  0.85  0.00  0.00  0.00 IIaF                   IIa
M3-6           0.00  0.00  0.90  0.00  0.10 IIbF                   IIb
M3-7           0.00  0.00  0.00  0.02  0.98 VF                     IV
M3-8           0.00  0.33  0.00  0.67  0.00 VF                     III
M3-9           0.00  0.00  0.04  0.96  0.00 VF                     III
M3-10          0.00  0.07  0.01  0.91  0.01 VF                     III
M3-14          0.38  0.62  0.00  0.00  0.00 VF                     IIa
M3-15          0.00  1.00  0.00  0.00  0.00 VF                     IIa
M3-16          0.00  0.00  0.12  0.78  0.10 VF                     III
M3-17          0.00  0.11  0.89  0.00  0.00 VF                     IIb
M3-19          0.00  0.00  0.00  0.90  0.10 VF                     III
M3-20          0.00  0.01  0.99  0.00  0.00 VF                     IIb
M3-21          0.00  0.38  0.62  0.00  0.00 VF                     IIb
M3-26          0.00  0.00  0.00  0.00  1.00 VF                     IV
M3-29          0.00  0.95  0.05  0.00  0.00 IIaF                   IIa
M3-32          0.00  0.00  0.00  0.00  1.00 VF                     IV
M3-33          0.00  0.00  0.00  1.00  0.00 IIIF                   III
M3-35          0.00  0.00  0.00  0.00  1.00 (IIa/IIb)C*/(III/IV)B* IV
M3-36          0.00  0.11  0.71  0.17  0.01 VF                     IIb
M3-37          0.00  0.01  0.05  0.58  0.36 VF                     III
M3-38          0.00  0.53  0.00  0.02  0.45 VF                     IIa
M3-42          0.00  0.00  0.00  0.00  1.00 VF                     IV
M3-43          0.63  0.36  0.01  0.00  0.00 VF                     I
M3-45          0.00  0.12  0.88  0.00  0.00 VF                     IIb
M3-46          0.87  0.13  0.00  0.00  0.00 VD                     I
M3-48          0.00  0.94  0.06  0.00  0.00 VD                     IIa
M3-50          0.00  0.00  0.00  0.88  0.12 VD                     III
M3-52          0.00  1.00  0.00  0.00  0.00 IE                     IIa
M3-54          0.00  0.00  1.00  0.00  0.00 IIbF                   IIb
M4-3           0.00  0.00  0.00  0.00  1.00 VF                     IV
M4-4           0.00  0.00  0.00  1.00  0.00 VF                     III
M4-6           0.00  0.00  0.00  0.00  1.00 VF                     IV
M4-7           0.00  0.00  0.00  0.00  1.00 VF                     IV
M4-8           0.00  0.00  0.00  1.00  0.00 IIbC/IIIB              III
M4-14          0.01  0.88  0.11  0.00  0.00 indef.                 IIa
MaC2-1         0.00  0.00  0.28  0.48  0.24 (IIb/III/IV)D          III
Me1-1          0.00  1.00  0.00  0.00  0.00 IIaC                   IIa
Me2-1          0.00  0.00  0.00  0.00  1.00 IVF                    IV
Me2-2          0.00  1.00  0.00  0.00  0.00 IE                     IIa
MyCn18         0.01  0.99  0.00  0.00  0.00 IIaF                   IIa
Mz1            0.02  0.97  0.01  0.00  0.00 IIaF                   IIa
Mz2            0.01  0.85  0.14  0.00  0.00 IIaF                   IIa
Mz3            0.03  0.97  0.00  0.00  0.00 IC                     IIa
NGC 40         0.00  0.71  0.29  0.00  0.00 IIbF                   IIa
NGC 246        0.00  0.49  0.23  0.27  0.01 indef.                 IIa
NGC 650        0.20  0.79  0.01  0.00  0.00 IIaF                   IIa
NGC 1360       0.00  0.70  0.29  0.01  0.00 indef.                 IIa
NGC 1514       0.00  0.72  0.26  0.02  0.00 (IIa/IIb)F*            IIa
NGC 1535       0.00  0.00  0.07  0.85  0.08 IIIC/IIbB              III
NGC 2022       0.00  1.00  0.00  0.00  0.00 IIaF                   IIa
NGC 2242       0.00  0.00  0.00  0.01  0.99 IIaB                   IV
NGC 2346       0.09  0.91  0.00  0.00  0.00 IIaF                   IIa
NGC 2371-72    0.10  0.89  0.01  0.00  0.00 IIaF                   IIa
NGC 2392       0.00  0.98  0.02  0.00  0.00 IIaC                   IIa
NGC 2438       0.03  0.94  0.03  0.00  0.00 IIaF                   IIa
NGC 2440       0.20  0.80  0.00  0.00  0.00 IIaF                   IIa
NGC 2452       0.10  0.90  0.00  0.00  0.00 IIaF                   IIa
NGC 2474-75    0.00  1.00  0.00  0.00  0.00 indef.                 IIa
NGC 2610       0.00  0.94  0.04  0.02  0.00 IIaC                   IIa
NGC 2792       0.01  0.62  0.37  0.00  0.00 IIaF                   IIa
NGC 2818       0.00  1.00  0.00  0.00  0.00 IB                     IIa
NGC 2867       0.05  0.89  0.06  0.00  0.00 IIaF                   IIa
NGC 2899       0.97  0.03  0.00  0.00  0.00 IF                     I
NGC 3132       0.02  0.91  0.07  0.00  0.00 IIaF                   IIa
NGC 3195       0.00  0.74  0.26  0.00  0.00 IIaF                   IIa
NGC 3211       0.00  0.26  0.74  0.00  0.00 IIbF                   IIb
NGC 3242       0.00  0.13  0.87  0.00  0.00 IIbF                   IIb
NGC 3587       0.00  0.27  0.73  0.00  0.00 IIbF                   IIb
NGC 3699       0.03  0.96  0.01  0.00  0.00 IIaF                   IIa
NGC 3918       0.01  0.81  0.18  0.00  0.00 IIaF                   IIa
NGC 4361       0.00  0.07  0.87  0.06  0.00 IIbF                   IIb
NGC 5189       0.06  0.92  0.02  0.00  0.00 IIaF                   IIa
NGC 5307       0.00  0.00  0.00  0.99  0.01 IIbC/(III/IV)B         III
NGC 5315       0.73  0.27  0.00  0.00  0.00 IIaF                   I
NGC 5873       0.00  0.06  0.82  0.05  0.07 IIaB                   IIb
NGC 5882       0.00  0.95  0.05  0.00  0.00 IIaF                   IIa
NGC 5979       0.00  0.53  0.00  0.47  0.00 IIaC                   IIa
NGC 6058       0.00  0.00  0.00  0.00  1.00 IIaB                   IV
NGC 6153       0.64  0.36  0.00  0.00  0.00 IC                     I
NGC 6210       0.00  0.00  0.10  0.90  0.00 IIbF                   III
NGC 6302       1.00  0.00  0.00  0.00  0.00 IF                     I
NGC 6309       0.00  0.14  0.47  0.39  0.00 IIbF                   IIb
NGC 6326       0.00  0.01  0.20  0.79  0.00 IIbC/IIIB              III
NGC 6337       0.00  0.90  0.00  0.10  0.00 IIaF                   IIa
NGC 6369       0.00  0.02  0.00  0.98  0.00 IIaC                   III
NGC 6439       0.00  0.01  0.00  0.99  0.00 IE                     III
NGC 6445       0.98  0.02  0.00  0.00  0.00 IF                     I
NGC 6537       1.00  0.00  0.00  0.00  0.00 IF                     I
NGC 6543       0.00  0.97  0.01  0.02  0.00 IIaC                   IIa
NGC 6563       0.04  0.95  0.01  0.00  0.00 VA                     IIa
NGC 6565       0.00  0.98  0.02  0.00  0.00 VF                     IIa
NGC 6567       0.00  0.00  0.00  0.99  0.01 IIbC/(III/IV)B         III
NGC 6572       0.01  0.97  0.02  0.00  0.00 IIaF                   IIa
NGC 6578       0.00  0.60  0.40  0.00  0.00 IIbF                   IIa
NGC 6620       0.00  0.98  0.02  0.00  0.00 VF                     IIa
NGC 6629       0.00  0.00  1.00  0.00  0.00 VA                     IIb
NGC 6644       0.00  0.00  0.00  0.00  1.00 VF                     IV
NGC 6720       0.06  0.89  0.05  0.00  0.00 IIaF                   IIa
NGC 6741       0.02  0.94  0.04  0.00  0.00 IIaF                   IIa
NGC 6751       0.01  0.98  0.01  0.00  0.00 IIaC                   IIa
NGC 6765       0.00  0.15  0.00  0.84  0.01 IIaC                   III
NGC 6778       0.97  0.03  0.00  0.00  0.00 IC                     I
NGC 6781       0.40  0.60  0.00  0.00  0.00 IF                     IIa
NGC 6790       0.00  0.32  0.68  0.00  0.00 IIbF                   IIb
NGC 6803       0.19  0.81  0.00  0.00  0.00 IF                     IIa
NGC 6804       0.64  0.35  0.01  0.00  0.00 (I/IIa)F*              I
NGC 6807       0.00  0.00  0.00  0.00  1.00 IIbC/(III/IV)B         IV
NGC 6818       0.00  0.47  0.45  0.08  0.00 IIaF                   IIa
NGC 6826       0.00  0.03  0.97  0.00  0.00 IIbF                   IIb
NGC 6833       0.00  0.02  0.00  0.00  0.98 IIaC                   IV
NGC 6853       0.09  0.91  0.00  0.00  0.00 IIaC                   IIa
NGC 6879       0.00  0.23  0.72  0.05  0.00 IIbF                   IIb
NGC 6881       0.03  0.96  0.01  0.00  0.00 IIaF                   IIa
NGC 6884       0.00  0.94  0.06  0.00  0.00 IIaF                   IIa
NGC 6886       0.00  1.00  0.00  0.00  0.00 IIaC                   IIa
NGC 6891       0.00  0.03  0.97  0.00  0.00 IIbF                   IIb
NGC 6894       0.00  0.99  0.00  0.00  0.01 IIaC                   IIa
NGC 6905       0.01  0.34  0.65  0.00  0.00 IIbF                   IIb
NGC 7008       0.09  0.91  0.00  0.00  0.00 IC                     IIa
NGC 7009       0.00  0.96  0.03  0.01  0.00 IIaC                   IIa
NGC 7026       0.02  0.98  0.00  0.00  0.00 IIaF                   IIa
NGC 7027       0.00  0.91  0.09  0.00  0.00 IIaF                   IIa
