He2-118        327.5+13.3  0.084  13,23               8.88 13,23                  7.96 13,23               -0.91  8.4 40  4.4  1.932 -131.2    11.5    3.0 76         10.0  94 IVC/IIbB
He2-119        317.1-05.7  0.121  12,22               8.80 12,16,22               8.53 12,22               -0.27  1.7 40  6.5  0.169  -12.5    39.5   50.0 87         94.0  99 IIaF
He2-123        323.9+02.4  0.134  13,17               8.72 13,17,16               8.64 13,17               -0.07  2.9 40  5.5  0.121  -11.0    66.8    4.6 87        110.0  99 IC
He2-131        315.1-13.0         16                  8.67 16,21                  8.25 21                  -0.42  2.8 42  6.0  0.630   -3.9    66.7    6.0 87        325.0  99 indef.
He2-137        329.0+01.9  0.170: 22                  8.30 22                     6.81 22                  -1.49  1.6 51  6.3  0.053  -29.3    15.0   72.0 87         75.0  99 IIaF
He2-138        320.1-09.6         17                  8.74 17,16                  8.30 17                  -0.45  3.5 43  5.4  0.584  -58.1    30.3    7.0 87         76.0  99 indef.
He2-140        327.1-01.8  0.070  13,17               8.69 13,17,16               8.24 13,17               -0.45  2.9 40  5.4  0.091  -68.8     8.0    2.6 87         80.0  99 IIaF
He2-141        325.4-04.0  0.128  1                   8.87 1                      8.34 1                   -0.53  2.8 40  5.5  0.195  -45.3    29.4   13.8 87         51.0  99 IIaF
He2-143        327.8-01.6  0.160  1                   8.57 1                      8.36 1                   -0.21  2.7 40  5.5  0.075  -33.4    37.9    5.2 87        120.0  99 IF
He2-149        329.4-02.7  0.123  13                  8.27 13                     7.30 13                  -0.97 12.8 33  7.3  0.603 -111.1    91.2    3.0 87         10.0  99 IIbC/IIIB
He2-152        333.4+01.1  0.269: 23                  8.12 23                     8.72 23                  +0.60  2.0 40  5.9  0.038  -60.7    11.9   11.0 87        196.0  99 IF
He2-153        330.6-02.1  0.136  13,23               8.20 13,16,23               8.28 13,23               +0.07  1.2 40  6.6  0.044  -38.0     3.1   13.0 87          1.1  99 IF
He2-157        331.0-02.7  0.097  13,17               8.89 13,17,16               8.12 13,17               -0.78  5.4 40  3.9  0.254  -67.7    78.4    3.0 87         30.0  99 IIbC/IIIB
He2-158        327.8-06.1  0.109  13,17               8.77 13,17,16               7.96 13,17               -0.81 10.0 40  5.4  1.063  -37.9    38.7    2.0 87          2.7  99 IIIC/IIbB
He2-164        332.0-03.3         16                  8.68 16                          16                         2.3 40  5.7  0.132  -70.6    13.3   16.0 87         97.0  99 indef.
He2-170        332.3-04.2  0.097  13,23               8.73 13,23                  7.92 13,23               -0.81  7.1 40  3.6  0.520  +63.0   229.0    3.0 76         15.0  91 IIbC/(III/IV)B
He2-175        345.6+06.7  0.129  13                  9.01 13                     8.61 13                  -0.40  6.4 40  2.1  0.747  -27.0   168.2    6.6 87         26.8  99 IIaC
He2-250        000.7+03.2  0.123  4                   9.00 4                      8.61 4                   -0.39  2.7 40  4.9  0.151 -165.6   167.8    5.0 88         15.0  99 VF
He2-260        008.2+06.8  0.009: 6                   8.18 6                      7.14 6                   -1.04 11.7 35  4.2  1.385  +32.8     3.2   10.0 78         13.0  99 IIIC/IIbB
He2-262        001.2+02.1  0.118  6                   8.48 6                      7.82 6                   -0.66  6.7 35  0.9  0.246 -163.0   210.5    4.0 67         26.0  99 VF
He2-406        008.6-07.0  0.126  13                  9.04 13                     8.61 13                  -0.43      --              +37.9            3.0 63               -- (IIa/V)D
He2-434        320.3-28.8  0.116  12                  8.65 12                     7.84 12                  -0.81      --              +35.0           10.0 68         20.4  91 (IIb/III/IV)D
He3-1357       331.3-12.1  0.093  23                  8.45 23                     7.71 23                  -0.74      --              +14.3                --               -- (IIb/III/IV)D
Hf2-2          005.1-08.9  0.180  21                  8.04 21                     7.36 21                  -0.68  4.5 40  3.2  0.696  +63.8    26.0   18.6 76               -- VD
Hu1-1          119.6-06.7  0.094  21,23               8.68 16,21,23               7.97 21,23               -0.71  6.7 33 12.3  0.782  -49.3     1.8   10.0 87         26.0  99 IIbF
Hu1-2          086.5-08.8  0.127  24                  8.20 24                     8.28 24                  +0.08  2.2 40  7.8  0.337  +20.4     3.6    5.0 88        155.0  99 IB
Hu2-1          051.4+09.6  0.097  7,15,21,23          8.45 7,15,16,21,23          7.62 7,15,21,23          -0.82  2.5 33  6.4  0.417  +29.0    34.2    1.8 74        110.0  99 IIbF
Hu4                        0.126  21                  8.68 21                     8.44 21                  -0.24      --                                   --               -- (V/I)D
Hu5                        0.145  21                  8.82 21                     9.05 21                  +0.23      --                                   --               -- (V/I)D
Hu6                        0.110  21                  8.71 21                     8.65 21                  -0.06      --                                   --               -- (V/IIa)D
IC351          159.0-15.1  0.102  7,21                8.53 7,16,21                7.82 7,21                -0.71  3.0 40 10.4  0.782  -15.0     3.6    7.0 61         27.0  99 IIbF
IC418          215.2-24.2  0.079  7,9,21,23           8.54 24                     7.98 24                  -0.56  1.6 43  8.8  0.656  +46.9    44.5   12.4 87       1550.0  99 IIaF
IC972          326.7+42.2  0.170  22                  8.85 21,22                  8.23 21,22               -0.61  2.5 33  6.1  1.679  -21.5    16.7   47.0 87          6.8  99 IIaB
IC1297         358.3-21.6  0.118  13,17,21,23         8.84 13,17,16,21,23         8.43 13,17,21,23         -0.41  3.0 40  4.8  1.104  +16.2    21.5    7.0 87         68.9  99 IIaB
IC1454         117.5+18.9  0.063  21                  8.77 21                     8.33 21                  -0.44  3.3 40  9.5  1.069                  34.0 87          1.3  99 IIaE
IC1747         130.2+01.3  0.105  7,21                8.75 7,16,21                8.30 7,21                -0.45  0.9 40  8.2  0.020  -63.8    72.4   12.8 87        124.0  99 IIaC
IC2003         161.2-14.8  0.106  2,3                 8.71 2,3                    7.81 2,3                 -0.91  2.4 40  9.8  0.613  -21.8    14.2    9.0 61         30.0  99 IIbF
IC2149         166.1+10.4  0.097  21,23               8.48 7,16,21,23             8.09 7,21,23             -0.39  3.4 38 10.9  0.614  -35.6    26.1    9.3 87        280.0  99 IIaF
IC2165         221.3-12.3  0.096  2,3,24              8.44 2,3,24                 7.75 2,3,24              -0.69  1.9 40  9.1  0.405  +38.9    32.5    4.0 88        188.0  99 IIbF
IC2448         285.7-14.9  0.102  12,17,21,18         8.59 12,17,16,21,18         8.02 12,17,21,18         -0.57  1.4 44  7.4  0.360  -33.4     2.8    9.3 87         73.0  99 IIaF
IC2501         281.0-05.6  0.108  7,21,18             8.80 7,17,16,21,18          8.22 7,17,21,18          -0.58  1.3 33  7.5  0.127  +21.9    56.0    9.0 87        267.5  99 IIaF
IC2553         285.4-05.3  0.105  21                  8.80 21                     8.28 21                  -0.52  2.8 40  7.4  0.259  +28.6    65.3    8.8 87         92.0  99 IIaC
IC2621         291.6-04.8  0.110  12,17,21            8.79 12,17,16,21            8.78 17,21               -0.02  2.1 40  7.1  0.176   +4.0    48.8    5.0 87        195.0  99 IIaF
IC3568         123.6+34.5  0.102  7,9,21,18           8.59 7,9,16,21,18           7.57 7,9,21,18           -1.03  3.3 43  9.4  1.869  -34.3    23.1   12.0 87         95.0  99 IVC/IIbB
IC4191         304.5-04.8  0.123  24                  8.89 24                     8.17 24                  -0.72  2.0 40  6.7  0.167  -22.8    31.9   14.0 87        172.0  99 IIbF
IC4406         319.6+15.7  0.116  1                   9.07 1                      8.23 1                   -0.84  1.7 40  6.4  0.460  -40.0     8.6   34.5 87        110.0  99 IIbF
IC4593         025.3+40.8  0.108  1                   8.04 1                      7.11 1                   -0.93  3.2 43  5.5  2.091  +35.6     7.7   12.8 87         92.0  99 IVC/IIbB
IC4634         000.3+12.2  0.091  8,21,23             8.59 7,8,16,21,23           7.42 7,8,21,23           -1.17  2.5 40  5.2  0.528  -26.2    27.0    5.5 61        100.0  99 IIbF
IC4642         334.3-09.3  0.122  12                  8.33 12                          12                         2.7 40  5.3  0.436  +46.2   109.2   15.4 87         60.0  99 (IIa/IIb)C*/(III/IV)B*
IC4673         003.5-02.4  0.145  12,21               8.64 12,16,21               8.19 12,21               -0.45  3.4 40  4.2  0.142   -5.9    21.6   17.0 87         62.0  99 VF
IC4732         010.7-06.4  0.095  21,23               8.38 16,21,23               7.59 21,23               -0.79  3.4 40  4.3  0.379 -135.7   180.6    4.0 88         49.0  99 IIbC/(III/IV)B
IC4776         002.0-13.4  0.098  17,21               8.79 7,17,16,21             7.99 7,17,21             -0.80  3.3 40  4.4  0.765  +24.0    16.0    8.0 88         71.0  99 IIbF
IC4846         027.6-09.6  0.096  21,23               8.58 16,21,23               7.67 21,23               -0.90  3.3 33  5.0  0.550 +162.9    81.5    2.9 61         43.0  99 IIbC/IIIB
IC4997         058.3-10.9  0.117  21,18               8.04 16,21                       16                         2.6 33  6.6  0.492  -53.5   111.2    2.0 88        127.0  99 (IIa/IIb)C*/(III/IV)B*
IC5117         089.8-05.1  0.102  7,21,23             8.56 7,16,21,23             7.94 7,21,23             -0.62  1.3 33  7.7  0.116  -15.6    42.1    1.5 62        210.0  99 IIbF
IC5148-50      002.7-52.4  0.139  12                  8.03 12                     7.74 12                  -0.29  1.1 33  6.9  0.872  -25.2    26.8  120.0 87         28.1  99 IB
IC5217         100.6-05.4  0.099  7,11,14,21,23       8.62 7,11,14,16,21,23       8.11 7,11,14,21,23       -0.51  2.8 40  8.6  0.264  -90.0    91.9    6.0 88        163.0  99 IIaC
IRAS15154-5258 324.0+03.5  0.400  21                  9.05 21                          21                             --                                   --               -- (V/I/IIa)D*
IRAS16455-3455 348.0+06.3  0.112  21                  8.63 21                          21                             --                                   --               -- (V/IIa/IIb/III/IV)D*
J320           190.3-17.7  0.122  2,3                 8.38 2,3                    7.01 2,3                 -1.36  4.1 40 11.5  1.247  -35.5    43.5    7.1 61         23.0  99 IIIC/IIbB
J900           194.2+02.5  0.100  2,3                 8.66 2,3                    7.74 2,3                 -0.93  2.1 40  9.6  0.092  +36.0    30.8    6.0 61        100.0  99 IIbF
Jn1            104.2-29.6         21                       21                          21                  -0.17  0.8 47  7.8  0.395  -62.6    82.4  332.0 87          9.8  99 indef.
K1-7           197.2-14.2  0.124  2,3                 8.57 2,3                    7.88 2,3                 -0.69  3.0 40 10.4  0.736  +44.6    34.9   34.0 87          2.0  99 IIbF
K2-1           173.7-05.8  0.122  3                   9.19 3                      8.26 3                   -0.93  1.1 34  8.7  0.111  +10.9    11.0  132.0 67         20.8  91 IIbF
K3-60          098.2+04.9  0.129  21                  8.63 21                     8.28 21                  -0.35  3.9 33  9.0  0.333                   1.9 61         43.0  99 IIaD
K3-61          096.3+02.3  0.115  21                  8.69 16,21                  9.07 21                  +0.38  1.1 40  7.8  0.044                   6.0 87         14.0  99 IIaD
K3-66          167.4-09.1  0.091  2,3                 8.06 2,3                    7.83 2,3                 -0.23  6.7 33 14.1  1.060  -74.8    60.5    2.1 61         18.0  99 IIaE
K3-67          165.5-06.5  0.100  12,21,23            8.21 12,16,21,23            7.92 12,21,23            -0.28  3.4 33 10.9  0.385  -83.6    73.6    2.2 61         42.0  99 IIaC
K3-68          178.3-02.5  0.098  21                  8.11 21                     7.56 21                  -0.55  6.0 33 13.6  0.262  +56.1    58.0   12.0 88          5.0  91 IIaF
K3-70          184.6+00.6  0.161  3                   8.32 3                      8.36 3                   +0.04 12.1 33 19.7  0.127  +17.1    11.3    1.8 73          6.0  91 IF
K5-1                       0.108  5                   7.88 5                      7.45 5                   -0.43      --                                   --               -- (V/IIa)D
K5-3           002.6+05.5  0.123  5                   8.35 5                      7.48 5                   -0.87      --             +154.9                --               -- (V/IIb/III/IV)D
K5-4           351.9-01.9  0.109  5                   8.65 5                      7.93 5                   -0.72      --             -145.1                --               -- (V/IIb/III/IV)D
K5-5           001.5+03.6  0.030: 5                   7.72 5                      7.16 5                   -0.56      --                                   --               -- (V/IIa)D
